Date,Close,High,Low,Open,Volume,Ticker
,MSFT,MSFT,MSFT,MSFT,MSFT,
2020-01-02,152.15838623046875,152.2625919076215,149.9890318942147,150.4153225898607,22622100,MSFT
2020-01-03,150.26376342773438,151.52369966939423,149.7332670007078,149.9795792382155,21116200,MSFT
2020-01-06,150.65216064453125,150.718479922249,148.26491238072057,148.80489122518964,20813700,MSFT
2020-01-07,149.27853393554688,151.2584272318134,149.03223619242732,150.92687424549183,21634100,MSFT
2020-01-08,151.6563262939453,152.32892928184137,149.6290637970409,150.55743255975017,27746500,MSFT
2020-01-09,153.55091857910156,153.67407466292312,152.54676284777327,153.3140888517151,21385000,MSFT
2020-01-10,152.8404541015625,154.62141856495847,152.68887958234973,154.24249672186824,20725900,MSFT
2020-01-13,154.67825317382812,154.70667158890456,152.76466464734693,153.23832417187603,21626500,MSFT
2020-01-14,153.58885192871094,154.98141217679571,153.2004476244277,154.78246880352256,23477400,MSFT
2020-01-15,154.58351135253906,155.3034830617299,154.00566062481232,154.05301501204548,21417900,MSFT
2020-01-16,157.41600036621094,157.4823196362133,155.3887382345589,155.69188726038482,23865400,MSFT
2020-01-17,158.2970428466797,158.64754632231816,156.71500707487465,158.60017747170502,34371700,MSFT
2020-01-21,157.72860717773438,159.32957853635287,157.66228791202107,157.8991176525282,29517200,MSFT
2020-01-22,156.9707794189453,158.66648878308445,156.95182898866327,158.58121907428676,24138800,MSFT
2020-01-23,157.93699645996094,158.01278370093718,156.56338704774458,157.4349186365642,19680800,MSFT
2020-01-24,156.3455352783203,158.7043650014878,155.7866204878923,158.6854145724222,24918100,MSFT
2020-01-27,153.73097229003906,154.77302928468092,151.76054644422686,152.66049687326566,32078100,MSFT
2020-01-28,156.74342346191406,157.0276076258131,154.4793314082179,155.15191986936853,24899900,MSFT
2020-01-29,159.18748474121094,159.86008761817865,156.96129367549298,158.99802382465174,34754500,MSFT
2020-01-30,163.6778106689453,164.88091010363243,161.7926402519902,164.88091010363243,51597500,MSFT
2020-01-31,161.26211547851562,163.31779605239475,160.6463638869867,163.13781757767464,36142700,MSFT
2020-02-03,165.1935272216797,165.30720090044179,161.423186386706,161.45160480639652,30107000,MSFT
2020-02-04,170.631103515625,171.1237134714776,167.02182022982586,167.80809677985968,36433300,MSFT
2020-02-05,170.4227294921875,174.4962052107413,169.01123304263785,174.33516267075652,39186300,MSFT
2020-02-06,173.95620727539062,174.1362002133704,170.57427122162437,171.43633505355797,27751400,MSFT
2020-02-07,174.2025146484375,175.85085514230525,172.86679120280033,173.21730911108827,33529100,MSFT
2020-02-10,178.75912475585938,178.89174886166035,173.5962381626121,173.90885522377374,35844300,MSFT
2020-02-11,174.72354125976562,180.65375376260124,173.8330589718601,180.60638491548957,53159900,MSFT
2020-02-12,174.9793243408203,176.0592675799467,172.2699910279323,175.80348736530172,47062900,MSFT
2020-02-13,174.03199768066406,176.4192313976913,173.2362386533794,173.4351820239361,35295800,MSFT
2020-02-14,175.58560180664062,175.64243864012167,173.0278286604553,173.59622590515036,23149500,MSFT
2020-02-18,177.36656188964844,177.81180305026547,175.727703793834,175.83190947940273,27792200,MSFT
2020-02-19,177.8984832763672,178.75339330512708,177.1290613515988,178.63940916647175,29997500,MSFT
2020-02-20,175.1817626953125,177.86999994787422,172.0280805137108,177.5850250864562,36862400,MSFT
2020-02-21,169.64382934570312,174.30787459136025,168.37095788184524,173.99440364976678,48572600,MSFT
2020-02-24,162.32957458496094,165.80623699687268,155.05328492359658,159.36586996860478,68311100,MSFT
2020-02-25,159.6508026123047,166.08165959218329,159.25182910172236,165.47371997311936,68073300,MSFT
2020-02-26,161.64561462402344,164.58082272532707,159.7838056869428,161.20866567721743,56206100,MSFT
2020-02-27,150.25624084472656,158.66292127296975,150.06626239603057,155.13877539221548,93174900,MSFT
2020-02-28,153.8943634033203,155.50921622258826,144.38580353335962,144.7752687189207,97012700,MSFT
2020-03-02,164.1343536376953,164.25784613285873,154.17933661297113,157.02905638868572,71030800,MSFT
2020-03-03,156.2691650390625,166.233692754148,154.13187470365204,165.09380747414795,71677000,MSFT
2020-03-04,162.0065460205078,162.1490261885452,157.32349974057868,160.04974107587717,49814400,MSFT
2020-03-05,157.9409637451172,162.31052511256803,157.39001621509487,157.73198314771483,47817300,MSFT
2020-03-06,153.47642517089844,154.93927504171984,148.18543814642317,154.46432171432747,72821100,MSFT
2020-03-09,143.07493591308594,149.84777500974567,142.48599842448084,143.43590508064403,70419300,MSFT
2020-03-10,152.85899353027344,152.96348385327482,144.93677465901976,150.23725610009342,65354400,MSFT
2020-03-11,145.93414306640625,149.8002550593637,143.57836446468625,149.25881588095203,56371600,MSFT
2020-03-12,132.093994140625,145.78215013607596,131.6380430840003,138.0214158544372,93226400,MSFT
2020-03-13,150.87368774414062,153.799402213402,133.68037012437767,140.11124274828052,92727400,MSFT
2020-03-16,128.63636779785156,141.86857610037168,128.2374087100847,132.98694236601375,87905900,MSFT
2020-03-17,139.22781372070312,140.111219878546,128.23738768544888,132.98692056268771,81059800,MSFT
2020-03-18,133.36685180664062,138.6863334062944,128.25636526746447,131.08708226074404,81593200,MSFT
2020-03-19,135.5611572265625,142.62844911064573,132.03699788391367,135.61814929503072,85922700,MSFT
2020-03-20,130.46966552734375,139.7312540410922,129.05429960314783,138.6863510776693,84866200,MSFT
2020-03-23,129.1682891845703,133.52837128420802,125.881620623842,130.14669177586433,78975200,MSFT
2020-03-24,140.90916442871094,142.10605621534557,134.1933312141267,136.54909590592504,82516700,MSFT
