Date,Close,High,Low,Open,Volume,Ticker,returns,sma_10,sma_50,volatility,rsi,momentum
2020-03-13,89.25,89.31549835205078,84.03099822998047,87.75,176194000,AMZN,0.06464833687376514,93.19394989013674,97.46510955810547,0.04831511088268466,37.69354794687766,-4.9375
2020-03-16,84.4574966430664,87.97250366210938,81.30149841308594,82.07550048828125,178346000,AMZN,-0.053697516604298,91.86994934082033,97.25624954223633,0.04817946657663917,35.39054020231647,-13.240005493164077
2020-03-17,90.39199829101562,92.88899993896484,84.46199798583984,88.77349853515625,218342000,AMZN,0.07026613247879654,91.36419906616212,97.18911956787109,0.054702334060707195,42.066314494177455,-5.057502746582031
2020-03-18,91.5,92.08300018310547,87.25,87.5,192904000,AMZN,0.012257741060410998,90.63504943847656,97.11623962402344,0.053351866696033985,47.3099674075633,-7.291496276855483
2020-03-19,94.04650115966795,97.25,91.63249969482422,93.0,207998000,AMZN,0.02783061376686291,90.41954956054687,97.09030960083008,0.05385197669276525,49.866939569785906,-2.154998779296889
2020-03-20,92.30449676513672,97.8499984741211,91.0364990234375,96.31549835205078,196358000,AMZN,-0.018522798541688812,90.14454956054688,97.04442947387696,0.05404144504237598,44.734936883775504,-2.75
2020-03-23,95.1415023803711,95.97000122070312,90.5999984741211,91.38749694824219,156170000,AMZN,0.030735291504301987,90.6556495666504,97.04620956420898,0.05164692316482952,49.70272704672833,5.111000061035156
2020-03-24,97.00499725341795,97.75,95.01699829101562,97.57499694824219,142942000,AMZN,0.019586561347294085,90.8970489501953,97.10314956665039,0.04960609953516751,48.225056418282676,2.4139938354491903
2020-03-25,94.29199981689452,97.51300048828125,94.28900146484375,96.03450012207031,129582000,AMZN,-0.027967604900147047,91.22194900512694,97.09768951416015,0.04881215670348626,48.10747645177505,3.249000549316392
2020-03-26,97.77449798583984,97.82450103759766,94.4645004272461,95.0999984741211,124426000,AMZN,0.03693312450375408,92.616349029541,97.18373947143554,0.039603477622327236,52.57653892328777,13.944000244140625
2020-03-27,95.00499725341795,96.989501953125,94.99600219726562,96.54299926757812,107758000,AMZN,-0.028325389436650306,93.1918487548828,97.22181945800781,0.03784188738359497,54.92236530094721,5.7549972534179545
2020-03-30,98.19750213623048,98.68150329589844,95.61699676513672,96.1415023803711,122522000,AMZN,0.03360354691971401,94.5658493041992,97.30782943725586,0.03191180538634799,53.66800963235558,13.740005493164077
2020-03-31,97.48600006103516,99.6510009765625,97.20050048828125,98.21749877929688,102472000,AMZN,-0.007245622950859287,95.27524948120116,97.39282943725586,0.02604303480305138,56.95412631900358,7.094001770019531
2020-04-01,95.38500213623048,97.24800109863281,94.6500015258789,96.64849853515625,82438000,AMZN,-0.021551791267353848,95.6637496948242,97.40852951049804,0.02756304313796038,64.01785803539397,3.885002136230483
2020-04-02,95.94149780273438,96.37650299072266,94.5,95.08200073242188,86720000,AMZN,0.005834205106051149,95.85324935913086,97.43989944458008,0.026345787202711402,59.204132030540656,1.8949966430664205
2020-04-03,95.32949829101562,96.31649780273438,94.4574966430664,95.55750274658203,72198000,AMZN,-0.0063788821910731874,96.15574951171875,97.46190948486328,0.025546684877617618,66.89773032075468,3.0250015258789062
2020-04-06,99.87950134277344,99.9260025024414,96.5009994506836,96.80000305175781,115464000,AMZN,0.04772922477644714,96.62954940795899,97.59785949707032,0.028005004310879097,65.40904132171599,4.737998962402344
2020-04-07,100.58000183105467,101.78600311279297,99.88099670410156,100.85549926757812,102280000,AMZN,0.007013456003121199,96.98704986572265,97.78111953735352,0.02756724341098609,64.94502607676205,3.5750045776367188
2020-04-08,102.1500015258789,102.19999694824219,100.55750274658203,101.05000305175781,79546000,AMZN,0.015609461784076961,97.7728500366211,97.97086959838867,0.025310586966392958,63.78075799086286,7.858001708984389
2020-04-09,102.13800048828124,102.6500015258789,100.88300323486328,102.21499633789062,92930000,AMZN,-0.0001174844583299306,98.20920028686524,98.15562957763672,0.023288041477885303,67.76828742756668,4.363502502441392
2020-04-13,108.44349670410156,109.0,101.9000015258789,102.0,134334000,AMZN,0.06173506614263302,99.5530502319336,98.45381958007812,0.026346340098251923,71.35837804027406,13.438499450683608
